,LW_IN_Consolide,LW_OUT_Consolide,LST_Calculee
2023-01-01 15:50:00+00:00,314.3,406.1,18.097506398987775
2023-01-01 15:51:00+00:00,314.5,408.1,18.460328149509678
2023-01-01 15:52:00+00:00,314.1,407.9,18.425486297354837
2023-01-01 15:53:00+00:00,313.9,406.4,18.153581429791416
2023-01-01 15:54:00+00:00,314.8,407.7,18.386637424831406
2023-01-01 15:55:00+00:00,314.8,408.1,18.459239530655907
2023-01-01 15:56:00+00:00,315.1,409.8,18.766109906252893
2023-01-01 15:57:00+00:00,315.6,411.4,19.053262702833365
2023-01-01 15:58:00+00:00,314.6,411.1,19.00275631329822
2023-01-01 15:59:00+00:00,314.7,408.9,18.60464360930024
2023-01-01 16:00:00+00:00,315.3,409.2,18.656805528625398
2023-01-01 16:01:00+00:00,314.8,409.8,18.767195095580178
2023-01-01 16:02:00+00:00,315.3,410.5,18.891911225635738
2023-01-01 16:03:00+00:00,315.7,411.6,19.08896213379876
2023-01-01 16:04:00+00:00,316.1,414.2,19.555098060293403
2023-01-01 16:05:00+00:00,316.0,413.5,19.429791350084884
2023-01-01 16:06:00+00:00,316.1,414.1,19.53715568457085
2023-01-01 16:07:00+00:00,316.1,413.6,19.447394272657448
2023-01-01 16:08:00+00:00,315.8,413.9,19.50233806252203
2023-01-01 16:09:00+00:00,316.2,414.5,19.60854678226326
2023-01-01 16:10:00+00:00,316.1,414.1,19.53715568457085
2023-01-01 16:11:00+00:00,317.1,415.2,19.73075898319337
2023-01-01 16:12:00+00:00,317.1,417.4,20.123952696634944
2023-01-01 16:13:00+00:00,316.8,417.6,20.160689047653477
2023-01-01 16:14:00+00:00,317.3,417.3,20.105400944019493
2023-01-01 16:15:00+00:00,317.8,419.1,20.424215170544244
2023-01-01 16:16:00+00:00,318.2,420.8,20.724622800529346
2023-01-01 16:17:00+00:00,317.4,418.6,20.336689292510528
2023-01-01 16:18:00+00:00,318.1,419.8,20.547543532336817
2023-01-01 16:19:00+00:00,318.4,420.0,20.58199083777265
2023-01-01 16:20:00+00:00,319.2,422.2,20.968955797926014
2023-01-01 16:21:00+00:00,318.3,421.9,20.919076375589725
2023-01-01 16:22:00+00:00,318.8,421.1,20.77566436340186
2023-01-01 16:23:00+00:00,318.4,421.8,20.901028630256917
2023-01-01 16:24:00+00:00,318.3,421.2,20.795152389012515
2023-01-01 16:25:00+00:00,319.4,421.7,20.879791733299555
2023-01-01 16:26:00+00:00,318.4,419.3,20.457639355829826
2023-01-01 16:27:00+00:00,319.0,421.8,20.89890514761322
2023-01-01 16:28:00+00:00,319.4,422.8,21.07429130438362
2023-01-01 16:29:00+00:00,319.5,424.6,21.39138162047368
2023-01-01 16:30:00+00:00,319.3,423.9,21.268758497777583
2023-01-01 16:31:00+00:00,319.2,423.8,21.251480287733216
2023-01-01 16:32:00+00:00,319.6,423.8,21.25006968729531
2023-01-01 16:33:00+00:00,320.0,425.5,21.547961381980485
2023-01-01 16:34:00+00:00,321.0,427.4,21.87789613440509
2023-01-01 16:35:00+00:00,321.5,428.9,22.13860288682713
2023-01-01 16:36:00+00:00,320.4,428.8,22.124972270529724
2023-01-01 16:37:00+00:00,320.7,428.3,22.03650213996002
2023-01-01 16:38:00+00:00,319.6,425.5,21.54936770911911
2023-01-01 16:39:00+00:00,320.5,426.1,21.651624041637604
2023-01-01 16:40:00+00:00,320.9,427.1,21.825671764610092
2023-01-01 16:41:00+00:00,321.7,428.7,22.102949594289043
2023-01-01 16:42:00+00:00,321.5,427.2,21.841096612312185
2023-01-01 16:43:00+00:00,320.8,425.7,21.58030181370998
2023-01-01 16:44:00+00:00,321.2,425.4,21.526160736322254
2023-01-01 16:45:00+00:00,321.9,428.6,22.084768434093633
2023-01-01 16:46:00+00:00,323.1,432.0,22.67324954738558
2023-01-01 16:47:00+00:00,323.0,432.6,22.777817881372073
2023-01-01 16:48:00+00:00,323.3,434.8,23.157983932721322
2023-01-01 16:49:00+00:00,321.9,431.2,22.538293332889566
2023-01-01 16:50:00+00:00,322.0,429.3,22.206727670710222
2023-01-01 16:51:00+00:00,323.5,432.2,22.706612288402027
2023-01-01 16:52:00+00:00,323.2,433.6,22.95058159936923
2023-01-01 16:53:00+00:00,322.9,433.0,22.847584226907543
2023-01-01 16:54:00+00:00,326.0,436.4,23.42499134850027
2023-01-01 16:55:00+00:00,324.4,436.7,23.48223662251064
2023-01-01 16:56:00+00:00,323.5,435.1,23.20916154391665
2023-01-01 16:57:00+00:00,323.2,433.2,22.88123492245171
2023-01-01 16:58:00+00:00,324.1,432.8,22.80871553392012
2023-01-01 16:59:00+00:00,324.3,433.3,22.894761349676173
2023-01-01 17:00:00+00:00,324.2,434.1,23.03373334958235
2023-01-01 17:01:00+00:00,324.7,433.6,22.94538228848205
2023-01-01 17:02:00+00:00,324.7,434.3,23.06662824544611
2023-01-01 17:03:00+00:00,325.2,435.6,23.289678015585878
2023-01-01 17:04:00+00:00,326.5,438.5,23.78480969384998
2023-01-01 17:05:00+00:00,325.5,438.1,23.719485441393488
2023-01-01 17:06:00+00:00,325.9,440.3,24.09571182831263
2023-01-01 17:07:00+00:00,326.5,440.8,24.17927612595213
2023-01-01 17:08:00+00:00,325.5,438.9,23.85696005993077
2023-01-01 17:09:00+00:00,325.0,436.1,23.37668642131075
2023-01-01 17:10:00+00:00,326.1,436.8,23.49361275881995
2023-01-01 17:11:00+00:00,326.7,438.9,23.852838598162577
2023-01-01 17:12:00+00:00,326.4,441.5,24.299361984969266
2023-01-01 17:13:00+00:00,325.2,436.5,23.444996476849894
2023-01-01 17:14:00+00:00,325.8,435.7,23.304875480538783
2023-01-01 17:15:00+00:00,326.7,437.8,23.66375384249301
2023-01-01 17:16:00+00:00,326.8,438.2,23.732209861307354
2023-01-01 17:17:00+00:00,327.9,440.9,24.191599321787578
2023-01-01 17:18:00+00:00,328.5,443.1,24.56535895379818
2023-01-01 17:19:00+00:00,327.2,441.3,24.262427981145834
2023-01-01 17:20:00+00:00,327.4,438.1,23.71295064393695
2023-01-01 17:21:00+00:00,327.9,440.5,24.123117724006136
2023-01-01 17:22:00+00:00,328.4,443.4,24.616836929104068
2023-01-01 17:23:00+00:00,329.1,446.3,25.107434120749474
2023-01-01 17:24:00+00:00,327.8,444.8,24.857168506055416
2023-01-01 17:25:00+00:00,329.5,447.4,25.2924357819997
2023-01-01 17:26:00+00:00,329.6,448.1,25.41050776287608
2023-01-01 17:27:00+00:00,329.5,445.2,24.919369289969097
2023-01-01 17:28:00+00:00,329.7,448.4,25.46087407602107
2023-01-01 17:29:00+00:00,328.3,446.1,25.076227767141688
2023-01-02 15:29:00+00:00,411.3,412.7,18.942475126490706
2023-01-02 15:30:00+00:00,411.2,412.9,18.978937070370762
2023-01-02 15:31:00+00:00,411.5,413.3,19.050016651128033
2023-01-02 15:32:00+00:00,411.4,413.6,19.10446387276062
2023-01-02 15:33:00+00:00,411.4,413.9,19.158520404459637
2023-01-02 15:34:00+00:00,411.4,414.3,19.23054916154723
2023-01-02 15:35:00+00:00,411.4,413.8,19.14050489284807
2023-01-02 15:36:00+00:00,411.5,413.4,19.068048902940347
2023-01-02 15:37:00+00:00,411.7,413.7,19.121404812839614
2023-01-02 15:38:00+00:00,411.6,414.3,19.229829137440163
2023-01-02 15:39:00+00:00,411.6,415.4,19.427635671822998
2023-01-02 15:40:00+00:00,411.7,416.1,19.552945149417326
2023-01-02 15:41:00+00:00,411.9,416.5,19.623966139362608
2023-01-02 15:42:00+00:00,412.3,416.5,19.622531883333238
2023-01-02 15:43:00+00:00,412.3,416.9,19.694218878030142
2023-01-02 15:44:00+00:00,412.3,417.5,19.80165075939385
2023-01-02 15:45:00+00:00,412.4,417.3,19.765495224134952
2023-01-02 15:46:00+00:00,412.5,416.9,19.693502268639804
2023-01-02 15:47:00+00:00,412.4,416.7,19.658023526623708
2023-01-02 15:48:00+00:00,412.6,416.8,19.675226951436628
2023-01-02 15:49:00+00:00,412.5,417.5,19.80093493810807
2023-01-02 15:50:00+00:00,412.4,416.4,19.604243271001565
2023-01-02 15:51:00+00:00,412.6,416.5,19.621456177478137
2023-01-02 15:52:00+00:00,412.4,415.5,19.44272441915581
2023-01-02 15:53:00+00:00,412.6,415.0,19.352156895964526
2023-01-02 15:54:00+00:00,412.4,414.8,19.316913461847037
2023-01-02 15:55:00+00:00,412.3,415.1,19.37121181391342
2023-01-02 15:56:00+00:00,412.6,415.8,19.49587569332664
2023-01-02 15:57:00+00:00,412.6,415.8,19.49587569332664
2023-01-02 15:58:00+00:00,412.5,415.6,19.460325007879874
2023-01-02 15:59:00+00:00,412.6,415.7,19.477922421136668
2023-01-02 16:00:00+00:00,412.7,416.0,19.531413427377743
2023-01-02 16:01:00+00:00,413.0,416.1,19.54828034620766
2023-01-02 16:02:00+00:00,412.8,416.5,19.620739033654047
2023-01-02 16:03:00+00:00,413.1,417.0,19.709266460136007
2023-01-02 16:04:00+00:00,413.2,417.6,19.816323939519407
2023-01-02 16:05:00+00:00,413.0,418.1,19.906461931543504
2023-01-02 16:06:00+00:00,412.8,418.1,19.907176979829103
2023-01-02 16:07:00+00:00,413.2,417.9,19.86998752655643
2023-01-02 16:08:00+00:00,412.9,416.9,19.692069034076553
2023-01-02 16:09:00+00:00,413.0,416.7,19.655872885303495
2023-01-02 16:10:00+00:00,413.0,416.7,19.655872885303495
2023-01-02 16:11:00+00:00,413.0,416.3,19.584157708629107
2023-01-02 16:12:00+00:00,413.0,415.5,19.440569026738842
2023-01-02 16:13:00+00:00,413.2,415.1,19.36797633560218
2023-01-02 16:14:00+00:00,413.0,415.8,19.494439553142342
2023-01-02 16:15:00+00:00,412.4,417.0,19.711774164991596
2023-01-02 16:16:00+00:00,412.7,417.9,19.8717758050837
2023-01-02 16:17:00+00:00,412.5,418.9,20.051152547015363
2023-01-02 16:18:00+00:00,412.8,419.9,20.22841893844651
2023-01-02 16:19:00+00:00,413.0,420.4,20.316753756381843
2023-01-02 16:20:00+00:00,413.7,420.5,20.332061762263436
2023-01-02 16:21:00+00:00,414.2,420.3,20.294677529916726
2023-01-02 16:22:00+00:00,414.2,419.9,20.22342991560629
2023-01-02 16:23:00+00:00,413.9,419.6,20.171029802220858
2023-01-02 16:24:00+00:00,414.2,418.9,20.045083419584785
2023-01-02 16:25:00+00:00,414.4,418.6,19.99080152255459
2023-01-02 16:26:00+00:00,414.6,418.7,20.00794643191591
2023-01-02 16:27:00+00:00,414.4,418.6,19.99080152255459
2023-01-02 16:28:00+00:00,414.2,418.6,19.99151595384069
2023-01-02 16:29:00+00:00,414.4,418.9,20.0443693798141
2023-01-02 16:30:00+00:00,414.5,417.9,19.86533784915042
2023-01-02 16:31:00+00:00,414.5,417.5,19.79377643663196
2023-01-02 16:32:00+00:00,414.6,417.7,19.829205889875595
2023-01-02 16:33:00+00:00,414.5,417.3,19.757976055106838
2023-01-02 16:34:00+00:00,414.3,417.1,19.72287894080108
2023-01-02 16:35:00+00:00,414.4,417.6,19.812029578424017
2023-01-02 16:36:00+00:00,414.4,417.6,19.812029578424017
2023-01-02 16:37:00+00:00,414.5,417.5,19.79377643663196
2023-01-02 16:38:00+00:00,414.4,417.5,19.794134374169573
2023-01-02 16:39:00+00:00,414.5,417.7,19.829563697574997
2023-01-02 16:40:00+00:00,414.9,417.6,19.810240205563844
2023-01-02 16:41:00+00:00,414.8,417.9,19.864264815237448
2023-01-02 16:42:00+00:00,414.7,417.9,19.864622494518244
2023-01-02 16:43:00+00:00,414.6,417.8,19.847094669167063
2023-01-02 16:44:00+00:00,414.8,417.8,19.84637918090334
2023-01-02 16:45:00+00:00,414.7,417.7,19.82884808086527
2023-01-02 16:46:00+00:00,414.8,417.5,19.792702616146755
2023-01-02 16:47:00+00:00,414.8,417.6,19.81059808275893
2023-01-02 16:48:00+00:00,414.8,417.7,19.828490270543966
2023-01-02 16:49:00+00:00,415.0,417.8,19.845663687397973
2023-01-02 16:50:00+00:00,414.8,417.3,19.75690184083072
2023-01-02 16:51:00+00:00,414.7,417.5,19.79306055762055
2023-01-02 16:52:00+00:00,414.7,417.5,19.79306055762055
2023-01-02 16:53:00+00:00,414.8,417.8,19.84637918090334
2023-01-02 16:54:00+00:00,415.3,418.6,19.98758651712376
2023-01-02 16:55:00+00:00,415.1,419.1,20.077566711798397
2023-01-02 16:56:00+00:00,415.1,420.6,20.3448759252272
2023-01-02 16:57:00+00:00,415.1,420.6,20.3448759252272
2023-01-02 16:58:00+00:00,415.2,420.4,20.308920826946405
2023-01-02 16:59:00+00:00,415.0,419.7,20.184934610088078
2023-01-02 17:00:00+00:00,415.2,420.1,20.25549776516391
2023-01-02 17:01:00+00:00,415.4,420.3,20.290404136344193
2023-01-02 17:02:00+00:00,415.3,420.6,20.34416407131647
2023-01-02 17:03:00+00:00,415.5,421.0,20.414612495849326
2023-01-02 17:04:00+00:00,415.6,420.8,20.378683021264692
2023-01-02 17:05:00+00:00,415.3,420.4,20.308564769795964
2023-01-02 17:06:00+00:00,415.5,420.3,20.29004801178553
2023-01-02 17:07:00+00:00,415.6,420.1,20.25407275066499
2023-01-02 17:08:00+00:00,415.8,420.7,20.360179531629683
2023-01-02 17:09:00+00:00,415.9,419.9,20.217371474241645
2023-01-02 17:10:00+00:00,415.9,420.1,20.253003976164848
2023-01-02 17:11:00+00:00,415.7,420.2,20.271527747758284
2023-01-02 17:12:00+00:00,415.9,420.0,20.235189348080667
2023-01-02 17:13:00+00:00,415.7,419.8,20.200263260468887
2023-01-02 17:14:00+00:00,416.0,420.3,20.28826736954312
2023-01-02 17:15:00+00:00,415.9,420.5,20.32423005852479
2023-01-02 17:16:00+00:00,415.9,421.0,20.413189797230302
2023-01-02 17:17:00+00:00,416.2,421.0,20.412122759691613
2023-01-02 17:18:00+00:00,416.1,421.0,20.412478440163966
2023-01-02 17:19:00+00:00,416.1,420.6,20.341316603875157
2023-01-02 17:20:00+00:00,415.9,420.5,20.32423005852479
2023-01-02 17:21:00+00:00,416.2,420.4,20.305360197119512
2023-01-02 17:22:00+00:00,416.4,420.0,20.233407706778507
2023-01-02 17:23:00+00:00,416.5,420.5,20.322094030502285
2023-01-02 17:24:00+00:00,415.9,423.1,20.78594035089492
2023-01-02 17:25:00+00:00,415.1,424.9,21.107141314639364
2023-01-02 17:26:00+00:00,413.7,426.2,21.34136424714643
2023-01-02 17:27:00+00:00,413.6,427.6,21.58803381813817
2023-01-02 17:28:00+00:00,415.8,427.1,21.492395348673767
2023-01-02 17:29:00+00:00,417.3,425.7,21.24054760394239
2023-01-03 15:29:00+00:00,390.4,398.8,16.477425759860864
2023-01-03 15:30:00+00:00,390.2,398.9,16.496683345861413
2023-01-03 15:31:00+00:00,389.7,398.6,16.442974726347074
2023-01-03 15:32:00+00:00,389.5,398.6,16.4437157381617
2023-01-03 15:33:00+00:00,388.9,398.6,16.445938739476333
2023-01-03 15:34:00+00:00,388.4,398.5,16.429264981632684
