Site,Date,NDVI,SAVI,ET_PT_ICOS (mm/h),ET_PT_ERA5 (mm/h),ET_TTME_ICOS (mm/h)
Grignon,2022-07-11,0.24374831318461446,0.18937725053145085,0.25083242893657676,0.3167339450065019,0.0
Grignon,2022-07-12,0.23835754500590822,0.19131457581730957,0.16063380263762178,0.20728729707881163,0.0577
Grignon,2022-08-12,0.2116064630741899,0.14916316605488775,0.046640007348197836,0.09172677083803184,0.0
Grignon,2022-08-29,0.21288134473398787,0.1519743099937898,0.17991078023322887,0.2262047737551158,0.0
Grignon,2022-09-30,0.2215964583998904,0.11763822260987543,0.3470856686939732,0.23974609742651182,0.2263
Grignon,2022-10-07,0.21092090747397732,0.1265045056399269,0.2043455044649182,0.22110210073939862,0.1544
Grignon,2022-10-31,0.4067839394178434,0.23671695688098668,0.2279240851746834,0.2362323752979961,0.1478
Grignon,2022-11-01,0.48392573151337165,0.24595114597693168,0.2020510641954826,0.15089559926357626,0.2461
Grignon,2022-11-24,0.752480179320078,0.4735274825422441,0.11564380911933672,0.11527396029149654,0.2746
Grignon,2022-11-25,0.7564958093887063,0.4636273309558028,0.1149399398171537,0.10783286616827475,0.0927
Grignon,2022-12-27,0.8256446547834934,0.5470938947086359,0.09962289053004089,0.0715904001069719,0.2028
Grignon,2023-01-11,0.8174313120202488,0.5617451191824393,0.11628204486617681,0.08143896458824813,0.244
Grignon,2023-02-13,0.809982457133156,0.5699291231982161,0.23116384300662224,0.15826971398334966,0.0125
Grignon,2023-04-09,0.9335818577197887,0.7418851244915713,0.46501887628728783,0.5620022827801661,0.4493
Grignon,2023-04-18,0.9098225245263167,0.7097234021108407,0.4611485450076108,0.40708796097916605,
Grignon,2023-05-03,0.9350292452877071,0.7034199920743516,0.6358734331954704,0.6053390369022822,0.4274
Grignon,2023-05-19,0.9167890450670378,0.7039235402653442,0.6541747519471428,0.6279491900304609,0.5956
Grignon,2023-05-20,0.9327239595579592,0.7067159230373333,0.6608553003299302,0.6147723124623083,0.2442
Grignon,2023-05-27,0.9085963321536168,0.6900827874234204,0.7069325774386815,0.6375029192589675,0.2832
Grignon,2023-05-28,0.8911573817164088,0.6802423662013333,0.6537701815088892,0.6143364927131814,0.4044
Grignon,2023-06-04,0.7810869688595513,0.6254908998529338,0.5741040697611867,0.5593737734558226,0.3478
Grignon,2023-06-05,0.7535046293033033,0.6178790564416872,0.5664477422052292,0.5656994956340625,0.2772
Grignon,2023-06-21,0.382628903774218,0.31388805190744923,0.2624681312270149,0.3760587882836203,0.2149
Grignon,2023-06-28,0.3381198981830949,0.27010236993409065,0.1889652384997527,0.20964385454531864,0.1712
Grignon,2023-07-15,0.2463588946206272,0.22570629000461223,0.22590865290121878,0.2543500678203514,
Grignon,2023-09-24,0.7545940204317536,0.5031412740074157,0.2912125551317399,0.2961197468452578,0.4071
Grignon,2023-10-10,0.6920527727321903,0.48535225666296605,0.21957064380375876,0.2414786340533569,0.4883
Grignon,2023-10-27,0.7100921555405711,0.19382387827723016,0.16707083585991223,0.0897297888196336,0.4177
Grignon,2023-12-06,0.4760054540049004,0.23407205009023904,0.13381410822563825,0.0993923727354933,0.1138
Lamasquere,2022-02-10,0.5946927080989455,0.35680384968469303,0.048292349836507105,0.20497507274330093,0.0987
